order_id,order_number,customer_id,store_id,product_id,order_at,quantity,unit_price,line_subtotal_amount,discount_amount,tax_amount,shipping_amount,total_amount,currency_code,order_status
O0000836,DE-202310-78406,C000740,S00006,P000069,2024-12-02T17:13:55,1,56.95,56.95,0.0,10.82,5.91,73.68,EUR,delivered
O0000837,DE-202201-43792,C000740,S00006,P000055,2023-09-17T20:35:42,1,38.24,38.24,5.74,6.18,11.04,49.72,EUR,delivered
O0000838,DE-202201-43792,C000740,S00006,P000046,2023-09-17T20:35:42,2,79.32,158.64,0.0,30.14,11.92,200.7,EUR,delivered
O0000839,IT-202306-29842,C000495,S00008,P000107,2023-05-14T12:34:27,1,134.06,134.06,20.11,25.07,12.96,151.98,EUR,delivered
O0000840,IT-202409-75979,C000495,S00007,P000231,2023-10-16T10:20:51,2,115.52,231.04,23.1,45.75,0.0,253.69,EUR,delivered
O0000841,FR-202309-16217,C000249,S00004,P000098,2022-11-15T15:59:17,1,122.89,122.89,18.43,20.89,5.43,130.78,EUR,delivered
O0000842,FR-202309-16217,C000249,S00004,P000112,2022-11-15T15:59:17,2,499.57,999.14,0.0,199.83,4.3,1203.27,EUR,delivered
O0000843,FR-202406-24043,C000249,S00003,P000151,2024-11-16T12:46:01,1,108.08,108.08,0.0,21.62,7.7,137.4,EUR,delivered
O0000844,FR-202406-24043,C000249,S00003,P000224,2024-11-16T12:46:01,1,230.81,230.81,0.0,46.16,0.0,276.97,EUR,delivered
O0000845,CH-202412-68351,C000630,S00018,P000180,2025-09-09T10:10:40,1,74.19,74.19,3.71,5.64,12.38,88.5,EUR,delivered
O0000846,FR-202211-33216,C000705,S00003,P000200,2025-11-30T10:28:57,2,11.52,23.04,0.0,4.61,0.0,27.65,EUR,delivered
O0000847,NL-202512-16655,C000435,S00009,P000228,2023-05-16T11:55:46,2,683.4,1366.8,0.0,287.03,4.69,1658.52,EUR,delivered
O0000848,NL-202512-16655,C000435,S00009,P000087,2023-05-16T11:55:46,1,66.56,66.56,6.66,12.58,0.0,72.48,EUR,delivered
O0000849,NL-202512-16655,C000435,S00009,P000201,2023-05-16T11:55:46,1,323.73,323.73,0.0,67.98,0.0,391.71,EUR,delivered
O0000850,DE-202206-87317,C000590,S00006,P000012,2023-03-25T11:42:48,2,48.42,96.84,0.0,18.4,10.48,125.72,EUR,delivered
O0000851,DE-202206-87317,C000590,S00006,P000247,2023-03-25T11:42:48,1,182.85,182.85,0.0,34.74,6.49,224.08,EUR,delivered
O0000852,DE-202206-87317,C000590,S00006,P000071,2023-03-25T11:42:48,1,48.18,48.18,0.0,9.15,4.4,61.73,EUR,delivered
O0000853,ES-202402-19438,C000110,S00014,P000155,2025-04-19T09:14:41,3,144.1,432.3,0.0,90.78,10.83,533.91,EUR,delivered
O0000854,ES-202306-99918,C000110,S00014,P000242,2023-12-07T14:04:02,2,38.69,77.38,3.87,15.44,7.57,96.52,EUR,delivered
O0000855,ES-202509-17705,C000110,S00013,P000175,2024-11-25T15:30:16,1,100.94,100.94,0.0,21.2,6.57,128.71,EUR,delivered
O0000856,ES-202311-35407,C000110,S00014,P000098,2025-02-17T13:55:14,1,136.61,136.61,13.66,25.82,7.0,155.77,EUR,delivered
O0000857,ES-202204-31060,C000110,S00014,P000226,2023-12-04T11:24:20,1,74.61,74.61,0.0,15.67,5.64,95.92,EUR,delivered
O0000858,ES-202211-34480,C000110,S00013,P000004,2025-09-11T12:21:54,2,336.03,672.06,33.6,134.08,7.18,779.72,EUR,delivered
O0000859,ES-202206-42018,C000110,S00013,P000062,2025-09-12T16:35:58,1,300.58,300.58,0.0,63.12,0.0,363.7,EUR,delivered
O0000860,ES-202504-27836,C000110,S00013,P000190,2025-11-23T13:59:58,2,401.18,802.36,0.0,168.5,7.29,978.15,EUR,delivered
O0000861,ES-202504-27836,C000110,S00013,P000250,2025-11-23T13:59:58,1,154.84,154.84,0.0,32.52,0.0,187.36,EUR,delivered
O0000862,IT-202307-16085,C000119,S00007,P000223,2024-08-18T20:56:11,1,109.24,109.24,0.0,24.03,0.0,133.27,EUR,delivered
O0000863,IT-202307-16085,C000119,S00007,P000036,2024-08-18T20:56:11,1,111.1,111.1,0.0,24.44,0.0,135.54,EUR,delivered
O0000864,IT-202307-16085,C000119,S00007,P000092,2024-08-18T20:56:11,1,133.58,133.58,0.0,29.39,5.74,168.71,EUR,delivered
O0000865,SE-202304-66550,C000685,S00015,P000088,2024-11-12T17:46:42,4,68.58,274.32,0.0,68.58,6.6,349.5,EUR,delivered
O0000866,SE-202410-22381,C000685,S00016,P000083,2025-03-20T16:27:13,2,116.56,233.12,0.0,58.28,8.16,299.56,EUR,delivered
O0000867,SE-202410-22381,C000685,S00016,P000138,2025-03-20T16:27:13,5,35.38,176.9,8.85,42.01,7.43,217.49,EUR,delivered
O0000868,SE-202212-16598,C000685,S00016,P000053,2024-02-26T20:51:44,1,725.81,725.81,0.0,181.45,9.23,916.49,EUR,delivered
O0000869,SE-202212-16598,C000685,S00016,P000137,2024-02-26T20:51:44,3,144.26,432.78,0.0,108.2,12.64,553.62,EUR,delivered
O0000870,SE-202401-96161,C000685,S00015,P000014,2022-12-24T19:48:30,2,192.7,385.4,0.0,96.35,0.0,481.75,EUR,delivered
O0000871,SE-202303-96833,C000685,S00015,P000165,2023-05-05T12:17:31,2,292.41,584.82,87.72,124.28,5.88,627.26,EUR,delivered
O0000872,SE-202303-96833,C000685,S00015,P000184,2023-05-05T12:17:31,2,45.76,91.52,4.58,21.74,6.66,115.34,EUR,delivered
O0000873,SE-202303-96833,C000685,S00015,P000232,2023-05-05T12:17:31,1,875.11,875.11,131.27,185.96,0.0,929.8,EUR,delivered
O0000874,SE-202303-96833,C000685,S00015,P000217,2023-05-05T12:17:31,2,317.35,634.7,63.47,142.81,0.0,714.04,EUR,delivered
O0000875,SE-202508-57077,C000685,S00015,P000226,2025-09-25T11:23:45,2,79.46,158.92,0.0,39.73,5.03,203.68,EUR,delivered
O0000876,SE-202504-10378,C000685,S00015,P000114,2024-12-29T17:14:59,1,803.67,803.67,0.0,200.92,0.0,1004.59,EUR,delivered
O0000877,SE-202504-10378,C000685,S00015,P000089,2024-12-29T17:14:59,1,158.02,158.02,0.0,39.51,0.0,197.53,EUR,delivered
O0000878,SE-202504-10378,C000685,S00015,P000227,2024-12-29T17:14:59,3,151.76,455.28,22.76,108.13,0.0,540.65,EUR,delivered
O0000879,SE-202510-15357,C000685,S00015,P000008,2025-02-23T16:13:07,1,37.52,37.52,0.0,9.38,0.0,46.9,EUR,delivered
O0000880,SE-202510-15357,C000685,S00015,P000060,2025-02-23T16:13:07,1,225.26,225.26,22.53,50.68,0.0,253.41,EUR,delivered
O0000881,SE-202510-15357,C000685,S00015,P000242,2025-02-23T16:13:07,1,35.62,35.62,0.0,8.91,7.83,52.36,EUR,delivered
O0000882,SE-202510-15357,C000685,S00015,P000136,2025-02-23T16:13:07,1,78.63,78.63,0.0,19.66,7.38,105.67,EUR,delivered
O0000883,SE-202207-40653,C000268,S00016,P000015,2023-12-12T16:51:25,2,50.33,100.66,5.03,23.91,6.69,126.23,EUR,delivered
O0000884,ES-202208-66555,C000410,S00014,P000142,2025-09-28T17:49:12,1,177.75,177.75,0.0,37.33,5.7,220.78,EUR,delivered
O0000885,ES-202208-66555,C000410,S00014,P000086,2025-09-28T17:49:12,3,157.25,471.75,0.0,99.07,11.5,582.32,EUR,delivered
O0000886,ES-202205-29248,C000410,S00014,P000086,2025-11-11T18:08:58,1,151.49,151.49,7.57,30.22,11.64,185.78,EUR,delivered
O0000887,ES-202205-29248,C000410,S00014,P000165,2025-11-11T18:08:58,2,335.26,670.52,0.0,140.81,8.43,819.76,EUR,delivered
O0000888,ES-202205-29248,C000410,S00014,P000175,2025-11-11T18:08:58,5,108.28,541.4,0.0,113.69,10.65,665.74,EUR,delivered
O0000889,IT-202503-93816,C000310,S00007,P000172,2025-11-30T19:05:42,1,217.64,217.64,0.0,47.88,0.0,265.52,EUR,delivered
O0000890,IT-202503-93816,C000310,S00007,P000064,2025-11-30T19:05:42,5,92.31,461.55,46.16,91.39,3.92,510.7,EUR,delivered
O0000891,IT-202411-17550,C000310,S00008,P000009,2024-08-25T11:16:12,1,153.32,153.32,0.0,33.73,4.24,191.29,EUR,delivered
O0000892,IT-202411-17550,C000310,S00008,P000174,2024-08-25T11:16:12,5,139.34,696.7,69.67,137.95,11.0,775.98,EUR,delivered
O0000893,IT-202411-17550,C000310,S00008,P000020,2024-08-25T11:16:12,1,112.21,112.21,5.61,23.45,8.48,138.53,EUR,delivered
O0000894,IT-202411-17550,C000310,S00008,P000178,2024-08-25T11:16:12,2,481.48,962.96,48.15,201.26,10.47,1126.54,EUR,delivered
O0000895,IT-202412-93326,C000310,S00008,P000248,2024-10-17T11:27:23,1,84.91,84.91,4.25,17.75,7.43,105.84,EUR,delivered
O0000896,IT-202412-93326,C000310,S00008,P000067,2024-10-17T11:27:23,3,239.88,719.64,71.96,142.49,5.13,795.3,EUR,delivered
O0000897,NL-202306-47427,C000712,S00010,P000235,2025-10-30T08:36:21,1,40.81,40.81,2.04,8.14,9.35,56.26,EUR,delivered
O0000898,NL-202306-47427,C000712,S00010,P000230,2025-10-30T08:36:21,1,92.12,92.12,0.0,19.35,7.56,119.03,EUR,delivered
O0000899,NL-202306-47427,C000712,S00010,P000076,2025-10-30T08:36:21,3,292.33,876.99,87.7,165.75,6.15,961.19,EUR,delivered
O0000900,NL-202505-27918,C000712,S00009,P000031,2025-12-08T17:07:17,3,30.71,92.13,4.61,18.38,0.0,105.9,EUR,delivered
O0000901,ES-202304-30632,C000588,S00014,P000204,2024-09-22T13:56:19,1,198.74,198.74,9.94,39.65,8.11,236.56,EUR,delivered
O0000902,SE-202211-12368,C000388,S00015,P000207,2025-09-24T19:07:31,1,103.38,103.38,0.0,25.85,4.39,133.62,EUR,delivered
O0000903,SE-202211-12368,C000388,S00015,P000231,2025-09-24T19:07:31,1,110.85,110.85,16.63,23.56,0.0,117.78,EUR,delivered
O0000904,SE-202211-12368,C000388,S00015,P000036,2025-09-24T19:07:31,3,108.35,325.05,32.51,73.14,4.29,369.97,EUR,delivered
O0000905,SE-202211-12368,C000388,S00015,P000030,2025-09-24T19:07:31,3,739.0,2217.0,110.85,526.54,0.0,2632.69,EUR,delivered
O0000906,PL-202504-94255,C000483,S00011,P000200,2025-12-21T18:01:44,3,10.44,31.32,0.0,7.2,0.0,38.52,EUR,delivered
O0000907,PL-202504-94255,C000483,S00011,P000221,2025-12-21T18:01:44,2,106.09,212.18,0.0,48.8,0.0,260.98,EUR,delivered
O0000908,FR-202501-24611,C000103,S00004,P000089,2025-08-15T08:59:48,1,167.64,167.64,0.0,33.53,12.41,213.58,EUR,delivered
O0000909,FR-202501-24611,C000103,S00004,P000038,2025-08-15T08:59:48,1,112.97,112.97,16.95,19.2,4.32,119.54,EUR,delivered
O0000910,ES-202308-99445,C000098,S00013,P000237,2024-11-09T10:20:29,1,55.55,55.55,8.33,9.92,3.61,60.75,EUR,delivered
O0000911,ES-202308-99445,C000098,S00013,P000030,2024-11-09T10:20:29,4,751.51,3006.04,0.0,631.27,0.0,3637.31,EUR,delivered
O0000912,UK-202208-31558,C000076,S00019,P000039,2024-09-13T14:39:22,2,400.75,801.5,40.08,152.28,0.0,913.7,EUR,delivered
O0000913,UK-202310-92728,C000614,S00020,P000225,2025-11-11T19:23:39,2,33.87,67.74,0.0,13.55,5.51,86.8,EUR,delivered
O0000914,IT-202504-90733,C000286,S00007,P000118,2024-12-31T10:00:18,2,90.52,181.04,18.1,35.85,4.12,202.91,EUR,delivered
O0000915,IT-202307-65944,C000286,S00007,P000012,2024-06-10T08:30:25,5,47.09,235.45,0.0,51.8,0.0,287.25,EUR,delivered
O0000916,IT-202209-30761,C000286,S00007,P000025,2023-09-11T08:31:07,2,633.92,1267.84,190.18,237.09,0.0,1314.75,EUR,delivered
O0000917,IT-202312-21749,C000286,S00008,P000064,2025-08-19T18:27:59,2,85.56,171.12,0.0,37.65,10.77,219.54,EUR,delivered
O0000918,IT-202312-21749,C000286,S00008,P000217,2025-08-19T18:27:59,1,320.47,320.47,48.07,59.93,5.94,338.27,EUR,delivered
O0000919,IT-202303-31153,C000286,S00007,P000086,2023-11-22T17:18:16,2,164.14,328.28,16.41,68.61,3.88,384.36,EUR,delivered
O0000920,IT-202303-31153,C000286,S00007,P000248,2023-11-22T17:18:16,4,80.83,323.32,0.0,71.13,6.08,400.53,EUR,delivered
O0000921,IT-202303-31153,C000286,S00007,P000216,2023-11-22T17:18:16,10,39.74,397.4,19.87,83.06,4.2,464.79,EUR,delivered
O0000922,IT-202303-31153,C000286,S00007,P000142,2023-11-22T17:18:16,3,182.75,548.25,0.0,120.62,3.32,672.19,EUR,delivered
O0000923,IT-202209-17264,C000286,S00008,P000002,2025-03-27T15:17:06,2,64.16,128.32,0.0,28.23,9.05,165.6,EUR,delivered
O0000924,IT-202209-17264,C000286,S00008,P000169,2025-03-27T15:17:06,1,972.41,972.41,0.0,213.93,10.96,1197.3,EUR,delivered
O0000925,IT-202209-17264,C000286,S00008,P000056,2025-03-27T15:17:06,1,143.73,143.73,0.0,31.62,6.57,181.92,EUR,delivered
O0000926,IT-202504-84830,C000286,S00008,P000119,2024-07-16T09:20:46,1,103.57,103.57,0.0,22.79,5.56,131.92,EUR,delivered
O0000927,IT-202206-21334,C000286,S00008,P000082,2023-10-08T17:49:58,2,301.75,603.5,0.0,132.77,7.37,743.64,EUR,delivered
O0000928,IT-202206-21334,C000286,S00008,P000067,2023-10-08T17:49:58,5,245.85,1229.25,0.0,270.44,8.46,1508.15,EUR,delivered
O0000929,IT-202301-72542,C000286,S00007,P000018,2023-07-22T10:27:10,1,894.89,894.89,44.74,187.03,0.0,1037.18,EUR,delivered
O0000930,IT-202301-72542,C000286,S00007,P000219,2023-07-22T10:27:10,1,259.32,259.32,0.0,57.05,7.52,323.89,EUR,delivered
O0000931,PL-202508-79727,C000788,S00012,P000107,2024-06-01T16:30:13,3,127.58,382.74,19.14,83.63,12.86,460.09,EUR,delivered
O0000932,PL-202303-67389,C000260,S00012,P000133,2025-07-15T15:21:44,2,39.9,79.8,0.0,18.35,9.73,107.88,EUR,delivered
O0000933,PL-202303-67389,C000260,S00012,P000157,2025-07-15T15:21:44,1,162.7,162.7,0.0,37.42,12.23,212.35,EUR,delivered
O0000934,PL-202404-25111,C000260,S00011,P000129,2025-07-20T13:19:12,2,343.18,686.36,0.0,157.86,0.0,844.22,EUR,delivered
O0000935,PL-202301-30780,C000260,S00011,P000094,2023-11-04T08:49:22,2,36.5,73.0,7.3,15.11,0.0,80.81,EUR,delivered
O0000936,PL-202301-30780,C000260,S00011,P000249,2023-11-04T08:49:22,2,400.87,801.74,0.0,184.4,0.0,986.14,EUR,delivered
O0000937,IT-202505-50525,C000179,S00008,P000077,2025-08-20T17:28:37,1,275.22,275.22,27.52,54.49,7.83,310.02,EUR,delivered
O0000938,IT-202505-50525,C000179,S00008,P000236,2025-08-20T17:28:37,10,71.12,711.2,0.0,156.46,4.2,871.86,EUR,delivered
O0000939,IT-202306-51252,C000179,S00007,P000141,2025-05-20T17:47:24,1,63.79,63.79,3.19,13.33,0.0,73.93,EUR,delivered
O0000940,IT-202306-51252,C000179,S00007,P000155,2025-05-20T17:47:24,2,128.84,257.68,0.0,56.69,5.96,320.33,EUR,delivered
O0000941,IT-202306-51252,C000179,S00007,P000242,2025-05-20T17:47:24,2,36.34,72.68,0.0,15.99,0.0,88.67,EUR,delivered
O0000942,IT-202306-51252,C000179,S00007,P000110,2025-05-20T17:47:24,1,59.06,59.06,0.0,12.99,0.0,72.05,EUR,delivered
O0000943,FR-202206-90488,C000692,S00004,P000154,2024-12-09T16:53:36,2,132.05,264.1,39.62,44.9,10.77,280.15,EUR,delivered
O0000944,FR-202206-90488,C000692,S00004,P000087,2024-12-09T16:53:36,3,76.45,229.35,0.0,45.87,5.98,281.2,EUR,delivered
O0000945,FR-202206-90488,C000692,S00004,P000069,2024-12-09T16:53:36,2,61.23,122.46,6.12,23.27,6.74,146.35,EUR,delivered
O0000946,FR-202207-84630,C000246,S00003,P000113,2023-11-19T19:54:16,1,385.51,385.51,38.55,69.39,0.0,416.35,EUR,delivered
O0000947,FR-202303-39429,C000246,S00003,P000182,2024-01-03T14:08:38,2,49.33,98.66,4.93,18.75,5.9,118.38,EUR,delivered
O0000948,FR-202303-39429,C000246,S00003,P000054,2024-01-03T14:08:38,4,102.06,408.24,0.0,81.65,7.98,497.87,EUR,delivered
O0000949,FR-202503-18022,C000246,S00003,P000226,2025-09-14T20:02:30,1,75.67,75.67,0.0,15.13,4.84,95.64,EUR,delivered
O0000950,PL-202510-27289,C000704,S00011,P000214,2024-02-01T08:19:17,1,137.8,137.8,0.0,31.69,0.0,169.49,EUR,delivered
O0000951,PL-202510-27289,C000704,S00011,P000095,2024-02-01T08:19:17,1,374.91,374.91,37.49,77.61,0.0,415.03,EUR,delivered
O0000952,PL-202204-70485,C000704,S00012,P000083,2025-11-02T16:45:38,1,113.11,113.11,0.0,26.02,4.01,143.14,EUR,delivered
O0000953,DE-202502-85191,C000078,S00005,P000175,2023-12-29T13:35:19,1,96.92,96.92,0.0,18.41,5.74,121.07,EUR,delivered
O0000954,AT-202204-48879,C000706,S00001,P000009,2025-06-05T10:59:42,1,144.68,144.68,0.0,28.94,0.0,173.62,EUR,delivered
O0000955,AT-202204-48879,C000706,S00001,P000061,2025-06-05T10:59:42,1,84.17,84.17,4.21,15.99,5.07,101.02,EUR,delivered
O0000956,AT-202509-13672,C000706,S00001,P000035,2025-04-11T18:20:45,1,199.34,199.34,0.0,39.87,6.26,245.47,EUR,delivered
O0000957,AT-202509-13672,C000706,S00001,P000217,2025-04-11T18:20:45,2,359.82,719.64,0.0,143.93,0.0,863.57,EUR,delivered
O0000958,DE-202505-34683,C000396,S00005,P000200,2023-12-16T13:03:09,3,11.65,34.95,0.0,6.64,6.04,47.63,EUR,delivered
O0000959,DE-202407-61228,C000396,S00006,P000191,2024-09-06T13:46:55,1,136.74,136.74,0.0,25.98,6.09,168.81,EUR,delivered
O0000960,DE-202407-61228,C000396,S00006,P000049,2024-09-06T13:46:55,1,269.37,269.37,0.0,51.18,12.91,333.46,EUR,delivered
O0000961,CH-202304-11305,C000295,S00017,P000185,2025-11-11T12:26:29,3,163.8,491.4,0.0,39.31,5.18,535.89,EUR,delivered
O0000962,CH-202304-11305,C000295,S00017,P000031,2025-11-11T12:26:29,1,34.38,34.38,0.0,2.75,0.0,37.13,EUR,delivered
O0000963,AT-202404-17427,C000033,S00001,P000043,2025-11-08T11:03:05,3,200.91,602.73,0.0,120.55,0.0,723.28,EUR,delivered
O0000964,AT-202404-17427,C000033,S00001,P000057,2025-11-08T11:03:05,4,70.75,283.0,0.0,56.6,0.0,339.6,EUR,delivered
O0000965,AT-202404-17427,C000033,S00001,P000146,2025-11-08T11:03:05,1,319.75,319.75,15.99,60.75,6.98,371.49,EUR,delivered
O0000966,AT-202404-17427,C000033,S00001,P000194,2025-11-08T11:03:05,4,88.44,353.76,0.0,70.75,0.0,424.51,EUR,delivered
O0000967,AT-202311-27354,C000033,S00002,P000103,2025-12-14T08:28:52,1,70.02,70.02,10.5,11.9,11.48,82.9,EUR,delivered
O0000968,AT-202311-27354,C000033,S00002,P000209,2025-12-14T08:28:52,1,121.04,121.04,0.0,24.21,11.41,156.66,EUR,delivered
O0000969,AT-202311-27354,C000033,S00002,P000167,2025-12-14T08:28:52,1,61.38,61.38,6.14,11.05,12.41,78.7,EUR,delivered
O0000970,IT-202305-16559,C000383,S00008,P000039,2024-12-25T11:34:55,1,445.93,445.93,0.0,98.1,5.39,549.42,EUR,delivered
O0000971,IT-202305-16559,C000383,S00008,P000171,2024-12-25T11:34:55,2,46.98,93.96,0.0,20.67,10.18,124.81,EUR,delivered
O0000972,IT-202305-16559,C000383,S00008,P000159,2024-12-25T11:34:55,1,96.84,96.84,0.0,21.3,6.28,124.42,EUR,delivered
O0000973,IT-202304-73631,C000383,S00007,P000025,2023-09-01T17:49:04,1,588.85,588.85,0.0,129.55,0.0,718.4,EUR,delivered
O0000974,IT-202304-73631,C000383,S00007,P000021,2023-09-01T17:49:04,1,123.97,123.97,0.0,27.27,6.06,157.3,EUR,delivered
O0000975,IT-202304-73631,C000383,S00007,P000246,2023-09-01T17:49:04,2,181.65,363.3,36.33,71.93,0.0,398.9,EUR,delivered
O0000976,DE-202208-48187,C000178,S00005,P000244,2025-12-05T17:09:22,2,188.68,377.36,0.0,71.7,0.0,449.06,EUR,delivered
O0000977,DE-202208-23372,C000178,S00005,P000054,2023-12-10T15:24:47,1,103.12,103.12,0.0,19.59,0.0,122.71,EUR,delivered
O0000978,SE-202302-59241,C000708,S00015,P000163,2025-12-14T18:51:16,1,279.01,279.01,13.95,66.27,7.07,338.4,EUR,delivered
O0000979,SE-202302-59241,C000708,S00015,P000214,2025-12-14T18:51:16,1,128.91,128.91,0.0,32.23,7.16,168.3,EUR,delivered
O0000980,AT-202409-77969,C000097,S00002,P000203,2025-10-10T13:00:17,1,14.26,14.26,0.71,2.71,10.15,26.41,EUR,delivered
O0000981,AT-202409-77969,C000097,S00002,P000003,2025-10-10T13:00:17,1,142.98,142.98,0.0,28.6,11.08,182.66,EUR,delivered
O0000982,AT-202508-43735,C000097,S00001,P000150,2025-06-30T18:13:10,4,619.31,2477.24,123.86,470.68,0.0,2824.06,EUR,delivered
O0000983,AT-202508-43735,C000097,S00001,P000079,2025-06-30T18:13:10,1,59.4,59.4,0.0,11.88,4.74,76.02,EUR,delivered
O0000984,AT-202508-43735,C000097,S00001,P000057,2025-06-30T18:13:10,1,70.93,70.93,0.0,14.19,5.85,90.97,EUR,delivered
O0000985,AT-202508-43735,C000097,S00001,P000046,2025-06-30T18:13:10,4,75.79,303.16,0.0,60.63,0.0,363.79,EUR,delivered
O0000986,AT-202504-15510,C000097,S00001,P000057,2025-06-03T20:42:44,2,70.96,141.92,7.1,26.96,0.0,161.78,EUR,delivered
O0000987,AT-202504-15510,C000097,S00001,P000060,2025-06-03T20:42:44,2,206.51,413.02,20.65,78.47,0.0,470.84,EUR,delivered
O0000988,IT-202507-19961,C000330,S00008,P000085,2023-12-10T16:01:41,2,638.88,1277.76,0.0,281.11,11.65,1570.52,EUR,delivered
O0000989,IT-202507-19961,C000330,S00008,P000048,2023-12-10T16:01:41,1,28.8,28.8,2.88,5.7,6.01,37.63,EUR,delivered
O0000990,DE-202302-94196,C000314,S00005,P000093,2025-11-18T09:53:11,3,109.1,327.3,0.0,62.19,5.71,395.2,EUR,delivered
O0000991,DE-202302-94196,C000314,S00005,P000073,2025-11-18T09:53:11,1,226.62,226.62,0.0,43.06,0.0,269.68,EUR,delivered
O0000992,DE-202302-94196,C000314,S00005,P000167,2025-11-18T09:53:11,2,56.63,113.26,0.0,21.52,0.0,134.78,EUR,delivered
O0000993,DE-202207-50541,C000314,S00006,P000044,2025-11-13T18:00:02,1,32.38,32.38,0.0,6.15,11.48,50.01,EUR,delivered
O0000994,DE-202207-50541,C000314,S00006,P000233,2025-11-13T18:00:02,1,15.82,15.82,2.37,2.56,9.73,25.74,EUR,delivered
O0000995,DE-202207-50541,C000314,S00006,P000230,2025-11-13T18:00:02,1,91.19,91.19,4.56,16.46,10.97,114.06,EUR,delivered
O0000996,DE-202210-67061,C000314,S00005,P000234,2024-12-01T10:07:39,3,15.26,45.78,0.0,8.7,0.0,54.48,EUR,delivered
O0000997,FR-202201-47266,C000380,S00003,P000122,2023-05-03T11:50:07,1,215.52,215.52,10.78,40.95,3.55,249.24,EUR,delivered
O0000998,ES-202510-68525,C000255,S00013,P000132,2024-12-10T17:39:17,1,148.54,148.54,7.43,29.63,0.0,170.74,EUR,delivered
O0000999,ES-202510-68525,C000255,S00013,P000164,2024-12-10T17:39:17,1,360.49,360.49,0.0,75.7,6.72,442.91,EUR,delivered
O0001000,ES-202201-10705,C000255,S00014,P000047,2025-05-13T16:21:12,1,146.25,146.25,7.31,29.18,6.42,174.54,EUR,delivered
O0001001,ES-202201-10705,C000255,S00014,P000024,2025-05-13T16:21:12,3,165.66,496.98,0.0,104.37,4.01,605.36,EUR,delivered
O0001002,NL-202409-31212,C000376,S00010,P000015,2023-11-30T20:36:49,2,45.77,91.54,0.0,19.22,7.92,118.68,EUR,delivered
O0001003,NL-202409-31212,C000376,S00010,P000099,2023-11-30T20:36:49,1,55.11,55.11,5.51,10.42,12.93,72.95,EUR,delivered
O0001004,IT-202309-89877,C000378,S00008,P000227,2025-07-01T11:13:52,1,138.79,138.79,0.0,30.53,8.87,178.19,EUR,delivered
O0001005,IT-202309-89877,C000378,S00008,P000021,2025-07-01T11:13:52,3,126.54,379.62,0.0,83.52,7.57,470.71,EUR,delivered
O0001006,IT-202204-66892,C000378,S00008,P000199,2023-02-26T09:12:09,1,68.08,68.08,0.0,14.98,8.86,91.92,EUR,delivered
O0001007,IT-202204-66892,C000378,S00008,P000050,2023-02-26T09:12:09,1,39.18,39.18,0.0,8.62,5.67,53.47,EUR,delivered
O0001008,SE-202209-72504,C000484,S00016,P000011,2024-12-28T15:31:24,2,191.74,383.48,38.35,86.28,5.49,436.9,EUR,delivered
O0001009,SE-202211-44917,C000484,S00015,P000030,2025-08-09T15:38:28,2,731.12,1462.24,0.0,365.56,0.0,1827.8,EUR,delivered
O0001010,SE-202211-44917,C000484,S00015,P000231,2025-08-09T15:38:28,2,110.63,221.26,0.0,55.32,3.07,279.65,EUR,delivered
O0001011,SE-202211-44917,C000484,S00015,P000175,2025-08-09T15:38:28,2,104.88,209.76,10.49,49.82,0.0,249.09,EUR,delivered
O0001012,SE-202211-44917,C000484,S00015,P000088,2025-08-09T15:38:28,2,68.95,137.9,0.0,34.48,6.05,178.43,EUR,delivered
O0001013,SE-202410-22347,C000484,S00015,P000225,2025-05-05T12:39:32,1,35.99,35.99,1.8,8.55,0.0,42.74,EUR,delivered
O0001014,SE-202410-22347,C000484,S00015,P000041,2025-05-05T12:39:32,1,108.81,108.81,0.0,27.2,0.0,136.01,EUR,delivered
O0001015,SE-202208-45142,C000484,S00016,P000075,2025-11-03T14:27:37,1,102.94,102.94,5.15,24.45,8.11,130.35,EUR,delivered
O0001016,SE-202208-45142,C000484,S00016,P000192,2025-11-03T14:27:37,2,99.76,199.52,0.0,49.88,10.16,259.56,EUR,delivered
O0001017,SE-202208-45142,C000484,S00016,P000144,2025-11-03T14:27:37,3,141.93,425.79,0.0,106.45,12.57,544.81,EUR,delivered
O0001018,SE-202208-45142,C000484,S00016,P000099,2025-11-03T14:27:37,1,58.48,58.48,0.0,14.62,6.71,79.81,EUR,delivered
O0001019,SE-202508-41789,C000484,S00016,P000146,2025-07-11T18:21:13,3,281.1,843.3,0.0,210.83,10.98,1065.11,EUR,delivered
O0001020,SE-202205-48012,C000484,S00016,P000099,2025-11-09T10:42:40,5,54.15,270.75,27.08,60.92,4.27,308.86,EUR,delivered
O0001021,SE-202205-48012,C000484,S00016,P000003,2025-11-09T10:42:40,1,147.1,147.1,0.0,36.78,7.59,191.47,EUR,delivered
O0001022,SE-202201-81350,C000484,S00015,P000055,2025-06-21T12:22:33,2,39.72,79.44,0.0,19.86,7.01,106.31,EUR,delivered
O0001023,SE-202408-49992,C000484,S00015,P000249,2025-09-18T15:16:53,3,401.76,1205.28,120.53,271.19,0.0,1355.94,EUR,delivered
O0001024,SE-202408-49992,C000484,S00015,P000138,2025-09-18T15:16:53,1,34.49,34.49,0.0,8.62,0.0,43.11,EUR,delivered
O0001025,SE-202408-49992,C000484,S00015,P000104,2025-09-18T15:16:53,1,235.26,235.26,11.76,55.88,0.0,279.38,EUR,delivered
