product_id,sku,product_name,brand,category,subcategory,unit_cost,list_price,currency_code,launch_date,is_active
P000220,SKU-ACC-00220,EverydayCo Wallet,EverydayCo,Accessories,Wallet,19.6,38.39,EUR,2020-09-07,True
P000221,SKU-ACC-00221,PocketGear Wallet,PocketGear,Accessories,Wallet,74.69,110.51,EUR,2023-05-25,True
P000222,SKU-APP-00222,UrbanLine Hoodie,UrbanLine,Apparel,Hoodie,37.54,62.63,EUR,2022-09-07,True
P000223,SKU-APP-00223,UrbanLine Cap,UrbanLine,Apparel,Cap,69.57,119.82,EUR,2023-01-22,True
P000224,SKU-ELE-00224,ZenByte Keyboard,ZenByte,Electronics,Keyboard,192.25,220.25,EUR,2024-06-14,True
P000225,SKU-APP-00225,CasaWear Jeans,CasaWear,Apparel,Jeans,22.96,36.34,EUR,2020-02-19,True
P000226,SKU-ACC-00226,TrailCo Wallet,TrailCo,Accessories,Wallet,36.61,81.46,EUR,2020-06-20,True
P000227,SKU-APP-00227,CasaWear Jeans,CasaWear,Apparel,Jeans,66.82,151.33,EUR,2020-11-09,True
P000228,SKU-ELE-00228,ZenByte Monitor,ZenByte,Electronics,Monitor,600.08,691.54,EUR,2023-12-25,True
P000229,SKU-ACC-00229,EverydayCo Water Bottle,EverydayCo,Accessories,Water Bottle,23.02,32.68,EUR,2024-04-05,True
P000230,SKU-APP-00230,StreetMode Sneakers,StreetMode,Apparel,Sneakers,56.39,88.49,EUR,2023-04-14,True
P000231,SKU-ACC-00231,EverydayCo Power Bank,EverydayCo,Accessories,Power Bank,54.97,116.15,EUR,2020-07-20,True
P000232,SKU-ELE-00232,ElectraOne Router,ElectraOne,Electronics,Router,701.77,879.41,EUR,2020-02-25,True
P000233,SKU-ACC-00233,CableWorks Backpack,CableWorks,Accessories,Backpack,11.45,15.56,EUR,2024-01-15,True
P000234,SKU-ACC-00234,EverydayCo Phone Case,EverydayCo,Accessories,Phone Case,7.17,16.46,EUR,2024-01-22,True
P000235,SKU-HOM-00235,BrightNest Coffee Maker,BrightNest,Home,Coffee Maker,30.0,42.9,EUR,2021-08-23,True
P000236,SKU-ELE-00236,Auralux Keyboard,Auralux,Electronics,Keyboard,54.2,75.78,EUR,2022-10-05,True
P000237,SKU-APP-00237,UrbanLine Jeans,UrbanLine,Apparel,Jeans,24.57,58.77,EUR,2020-07-22,True
P000238,SKU-SPO-00238,PulseGear Bike Helmet,PulseGear,Sports,Bike Helmet,258.67,318.18,EUR,2021-06-02,True
P000239,SKU-ACC-00239,EverydayCo Wallet,EverydayCo,Accessories,Wallet,12.79,18.68,EUR,2022-05-18,True
P000240,SKU-ELE-00240,Auralux Headphones,Auralux,Electronics,Headphones,333.79,447.83,EUR,2024-02-16,True
P000241,SKU-ELE-00241,ElectraOne Headphones,ElectraOne,Electronics,Headphones,564.4,615.9,EUR,2024-10-11,True
P000242,SKU-ACC-00242,PocketGear Phone Case,PocketGear,Accessories,Phone Case,31.34,39.21,EUR,2022-12-16,True
P000243,SKU-APP-00243,StreetMode Hoodie,StreetMode,Apparel,Hoodie,20.2,41.84,EUR,2024-11-14,True
P000244,SKU-HOM-00244,HomePro Coffee Maker,HomePro,Home,Coffee Maker,133.21,187.9,EUR,2023-05-04,True
P000245,SKU-HOM-00245,HomePro Desk Lamp,HomePro,Home,Desk Lamp,144.0,173.55,EUR,2021-09-14,True
P000246,SKU-ELE-00246,ZenByte Tablet,ZenByte,Electronics,Tablet,148.06,175.74,EUR,2022-10-18,True
P000247,SKU-APP-00247,StreetMode Cap,StreetMode,Apparel,Cap,98.72,176.74,EUR,2021-01-16,True
P000248,SKU-ELE-00248,ElectraOne Router,ElectraOne,Electronics,Router,73.67,84.13,EUR,2021-03-28,True
P000249,SKU-HOM-00249,BrightNest Desk Lamp,BrightNest,Home,Desk Lamp,305.98,445.32,EUR,2021-11-03,True
P000250,SKU-APP-00250,NordFit Sneakers,NordFit,Apparel,Sneakers,114.43,156.56,EUR,2022-09-21,True
